"23716","23717","23718","23911","23912","23913","23914","23915","23916","23917","23918","24111","24112",
"24114","24116","24117","24118","24119","24151","24211","24219","24251","24311","24312","24313","24314",
"24315","24351","24352","24411","24412","24413","24414","24415","24416","24451","24511","24512","24513",
"24514","24515","24516","24517","24518","24519","24551","24611","24651","25111","25112","25113","25114",
"25115","25116","25117","25118","25119","25121","25122","25123","25124","25125","25126","25127","25128",
"25129","25131","25132","25133","25134","25135","25136","25137","25138","25139","25141","25142","25143",
"25144","25146","25147","25171","25172","25176","25211","25212","25213","25214","25216","25221","25222",
"25223","25224","25225","25226","25246","25511","25512","25513","25514","25515","25516","25517","25518",
"25519","25521","25522","25523","25524","25525","25526","25531","25534","25535","25536","25537","25538",
"25611","25612","25613","25651","26111","26112","26113","26114","26115","26116","26117","26121","26122",
"26123","26124","26125","26126","26127","26128","26129","26131","26132","26133","26134","26135","26136",
"26137","26138","26152","26181","26211","26212","26213","26214","26215","26216","26217","26218","26219",
"26221","26222","26223","26224","26225","26226","26227","26228","26229","26231","26232","26233","26236",
"26237","26311","26312","26313","26314","26351","26411","26412","26413","26414","26415","26416","26417",
"27111","27112","27113","27114","27115","27116","27117","27118","27121","27122","27123","27124","27125",
"27126","27127","27128","27161","27211","27212","27213","27214","27216","27218","27219","27261","27271",
"27281","27311","27312","27313","27314","27315","27316","27317","27321","27322","27323","27324","27325",
"27326","27411","27412","27413","27414","27415","27416","27417","27418","27419","27421","27422","27423",
"27424","27425","27426","27427","27428","27511","27512","27513","27514","27515","27551","28111","28112",
"28113","28114","28115","28116","28121","28122","28123","28124","28125","28126","28127","28128","28131",
"28132","28133","28141","28142","28143","28144","28151","28152","28153","28154","28155","28156","28164",
"28167","28194","28261","28262","28263","28265","28266","28281","28282","28284","28285","28291","28292",
"28294","28411","28412","28711","28712","28713","28714","28751","28811","28812","28813","28814","28815",
"28821","28822","28824","28825","28826","28911","28912","28913","28914","28951","29111","29112","29113",
"29114","29121","29122","29123","29124","29142","29211","29212","29213","29311","29312","29313","29314",
"29315","29316","29317","29318","29319","29320","29331","29335","29341","29342","29343","29344","29345",
"29351","29411","29412","29413","29414","29415","29416","29421","29422","29423","29431","29432","29433",
"29434","29435","29436","30111","30112","30113","30114","30115","30116","30117","30118","30119","30121",
"30122","30123","30124","30125","30126","30127","30128","30129","30131","30132","30133","30134","30135",
"30136","30137","30138","30139","30141","30142","30143","30144","30145","30146","30147","30148","30149",
"30151","30152","30153","30154","30155","30157","30161","30162","30163","30164","30223","30226","30251",
"30252","30253","30254","30255","30256","30257","30258","30259","30261","30262","30263","30264","30265",
"30266","30267","30268","30611","30612","30613","30614","30615","30616","30617","30618","30711","31111",
"31113","31114","31121","31122","31123","31127","31211","31311","31312","31313","31314","31315","31411",
"31412","31413","31414","31415","31416","31417","31418","31419","31511","31512","31513","31514","31515",
"31516","31551","31611","31612","31613","31614","31615","31616","31617","31621","31622","31623","31624",
"31625","31626","31627","31628","31711","31712","31713","31714","31715","31716","32111","32112","32113",
"32114","32115","32116","32117","32121","32122","32123","32124","32130","33111","33112","33113","33114",
"33115","33116","33117","33118","33119","33121","33122","33123","33125","33126","33127","33128","33129",
"33131","33132","33133","33134","33135","33136","33137","33138","33139","33141","33142","33143","33144",
"33145","33146","33147","33148","33149","33211","33212","33213","33214","33215","33251","33255","33311",
"33312","33313","33351","33411","33412","33413","33414","33415","33416","34111","34112","34113","34114",
"34117","34118","34125","34140","34151","34511","34512","34513","34514","34515","34516","34517","34518",
"34519","35111","35112","35113","35114","35115","35116","35117","35118","35119","35121","35122","35123",
"35124","35125","35126","35127","35128","35131","35132","35133","35135","35141","35142","35143","35144",
"35145","35146","35147","35148","35151","35152","35153","35154","35156","35157","35158","35211","35212",
"35213","35214","35215","35221","35222","35223","35224","35225","35226","35227","35228","35229","35231",
"35232","35233","35234","35235","35236","35237","35238","35239","35241","35242","35243","35244","35245",
"35262","35511","35512","35513","36111","36112","36113","36121","36122","36123","36124","36125","36126",
"36127","36128","36129","36131","36132","36133","36134","36135","36136","36137","36138","36139","36141",
"36142","36143","36144","36145","36146","36147","36148","36149","36251","36254","36255","36256","36262",
"36265","36511","36512","36513","36514","36613","37111","37112","37113","37114","37151","37211","37212",
"37213","37214","37215","37216","37311","37312","37313","37314","38111","38112","38113","38114","38115",
"38116","38117","38118","38119","38121","38122","38123","38211","38212","38213","38216","38219","38221",
"38222","38223","38224","38225","38226","38227","38228","38229","38611","38612","38613","38614","38615",
"38616","38617","38618","38619","39111","39112","39113","39114","39115","39116","39117","39118","39119",
"39121","39124","39125","40111","40112","40113","40114","40115","40116","40117","40121","40122","40123",
"40124","40124","40125","40131","40132","40133","40134","40135","40135","40141","40142","40143","40151",
"40152","40153","40154","40161","40162","40163","40164","40171","40172","40173","40174","40175","40181",
"40182","40183","40184","40191","40192","40193","40194","40195","40197","40198","40211","40212","40213",
"40214","40215","40218","40221","40222","40223","40224","40225","40226","40227","40228","40229","40231",
"40232","40233","40234","40235","40236","40237","40238","40239","40241","40242","40243","40251","40252",
"40253","40254","40255","40256","40257","40258","40261","40262","40263","40264","40265","40266","40267",
"40271","40272","40273","40274","40275","40281","40282","40283","40284","40285","40286","40287","40291",
"40292","40293","40294","40295","40296","40378","40391","40511","40512","40513","40514","40515","40521",
"40522","40523","40524","40525","40526","40531","40532","40533","40534","40534","40535","40611","40611",
"40612","40612","40613","40613","40614","40614","40615","40615","40616","40616","40617","40617","40618",
"40618","40619","40619","40911","40912","40913","40914","40915","40921","40922","40923","41111","41112",
"41113","41114","41115","41116","41117","41118","41119","41161","41211","41212","41213","41214","41215",
"41251","41311","41312","41313","41314","41315","41316","41361","42111","42112","42113","42114","42115",
"42116","42117","42118","42121","42124","42151","42162","42181","42211","42212","42213","42214","42217",
"42218","42311","42312","42313","42314","42315","42316","42317","42318","42324","42411","42412","42413",
"42414","42415","42416","42417","42418","42419","42421","42422","42423","42424","42425","42427","42431",
"42432","42433","42434","42435","42436","42437","42441","42442","42443","42445","42448","42456","42461",
"43111","43112","43113","43114","43121","43122","43123","43131","43132","43133","43141","43142","43143",
"43144","43145","43151","43211","43212","43213","43214","43215","43216","43251","43252","43281","43285",
"44111","44112","44114","44115","44116","44117","44118","44119","44151","44182","44481","45111","45112",
"45113","45114","45115","45116","45117","45118","45121","45122","45123","45124","45131","45132","45133",
"45134","45135","45141","45142","45143","45144","45145","45153","45211","45212","45213","45214","45216",
"45218","45219","45221","45222","45251","45311","45312","45313","45314","45315","45321","45322","45323",
"45352","45354","45362","45363","45411","45413","45414","45417","45418","45419","45511","45512","45513",
"45514","45515","45516","45517","45518","45552","45611","45612","45613","46111","46112","46113","46114",
"46115","46121","46122","46123","46124","46125","46126","46131","46132","46133","46134","46211","46213",
"46214","46215","46216","46251","46311","46321","46322","46323","46331","46332","46333","46411","46412",
"46413","46414","46415","46416","46417","46418","46518","50111","50112","50113","50114","50115","50116",
"50117","50118","50119","50121","50122","50123","50124","50125","50126","50128","50131","50132","50133",
"50134","50135","50136","50137","50138","50139","50141","50142","50143","50144","50145","50146","50147",
"50148","50149","50151","50152","50153","50154","50155","50156","50157","50161","50162","50163","50164",
"50165","50166","50167","50171","50172","50173","50174","50175","50176","50177","50178","50179","50181",
"50182","50183","50184","50185","50186","50187","50188","50189","50191","50192","50193","50194","50195",
"50196","50197","50198","50199","50211","50212","50213","50214","50215","50216","50217","50218","50219",
"50221","50222","50223","50224","50225","50226","50227","50228","50229","50231","50232","50233","50234",
"50235","50236","50237","50241","50242","50243","50244","50245","50246","50248","50249","50251","50252",
"50253","50254","50255","50256","50261","50262","50263","50264","50265","50266","50267","50268","50269",
"50271","50272","50273","50274","50275","50276","50277","50278","50279","50511","50512","50513","50514",
"50515","50516","50517","50518","50519","50551","50611","50612","50613","50614","50651","50711","50712",
"50713","50714","50715","50721","50722","50724","50732","50733","50741","50742","50743","50746","51111",
"51112","51113","51114","51115","51116","51117","51118","51119","51121","51122","51123","51124","51125",
"51126","51127","51128","51129","51171","51211","51212","51213","51214","51215","51216","51218","51251",
"51311","51312","51313","51314","51315","51316","51318","51319","52111","52112","52113","52114","52115",
"52117","52121","52122","52123","52124","52125","52131","52211","52212","52213","52214","52215","52216",
"52217","52218","52219","52221","52222","52311","52312","52313","52351","52361","52411","52412","52413",
"52414","52415","52416","52417","52418","52419","53111","53112","53113","53114","53115","53116","53121",
"53122","53124","53125","53126","53127","53131","53132","53133","53134","53135","53136","53137","53141",
"53142","53143","53144","53145","53146","53147","53181","53211","53212","53213","53221","53222","53223",
"53224","53231","53232","53233","53234","53300","53311","53312","53313","53314","53316","53317","53318",
"53319","53321","53371","53411","53412","53413","53414","53415","53416","53417","54111","54112","54113",
"54114","54115","54116","54118","54211","54212","54213","54214","54215","54216","54221","54222","54223",
"54224","54311","54312","54313","54315","54316","54317","54411","54412","54413","54414","54416","54421",
"54451","54471","55111","55112","55121","55122","55131","55132","55133","55141","55142","55143","55151",
"55152","55153","55161","55162","55163","55164","55165","55166","55167","55171","55172","55173","55181",
"55182","55187","55188","55192","55193","55194","55198","55211","55212","55213","55221","55222","55223",
"55224","55225","55231","55232","55233","55241","55242","55243","55244","55251","55252","55253","55261",
"55262","55271","55272","55281","55283","55284","55285","55292","55293","55511","55512","55514","55515",
"55564","55581","55592","55611","55612","55651","55652","55711","55712","55713","55714","55751","55811",
"55812","55813","55851","56111","56112","56113","56114","56115","56116","56117","56121","56122","56123",
"56124","56125","56126","56127","56172","56211","56212","56213","56214","56215","56216","56217","56218",
"56251","56311","56312","56314","56315","56319","56411","56412","56413","56414","56415","57111","57112",
"57113","57114","57115","57116","57117","57118","57119","57121","57122","57123","57124","57125","57126",
"57127","57128","57129","57131","57132","57133","57134","57135","57136","57137","57138","57139","57141",
"57142","57143","57144","57145","57146","57147","57148","57149","57151","57152","57153","57154","57155",
"57156","57157","57161","57162","57169","57171","57191","57193","57211","57212","57213","57214","57215",
"57221","57222","57311","57312","57313","57314","57315","57316","57331","57411","57412","57413","57414",
"57511","57512","57513","57514","57521","57551","57552","57611","57612","57613","57614","57615","57651",
"57652","57711","57712","57713","57714","57715","57716","57721","57722","57731","57751","57771","58111",
"58112","58113","58114","58211","58212","58213","58214","58215","58216","58217","58218","58219","58311",
"58312","58313","58315","59111","59112","59113","59114","59115","59116","59117","59118","59119","59163",
"59211","59212","59213","59214","59215","59216","59217","59218","59219","59251","59311","59312","59313",
"59314","59315","59316","59317","59318","59319","59322","59331","59341","59343","59346","59347","59348",
"59361","59411","59412","59413","59414","59415","59416","59417","59418","59419","59421","59422","59423",
"59424","59425","59426","59427","59429","59431","59432","59451","59511","59514","59515","59516","59517",
"59571","60111","60112","60113","60114","60115","60116","60117","60118","60119","60121","60122","60124",
"60125","60126","60127","60128","60129","60131","60132","60133","60134","60135","60136","60139","60141",
"60142","60143","60144","60145","60147","60151","60152","60153","60154","60155","60156","60161","60162",
"60163","60164","60165","60168","60171","60172","60173","60174","60175","60176","60177","60178","60179",
"60181","60182","60183","60184","60185","60186","60187","60188","60189","60191","60192","60193","60194",
"60195","60196","60197","60198","60199","60212","60213","60214","60215","60216","60217","60221","60222",
"60223","60224","60225","60226","60227","60228","60229","60231","60232","60233","60234","60235","60236",
"60237","60238","60239","60241","60242","60243","60244","60245","60246","60251","60252","60253","60254",
"60255","60256","60258","60261","60262","60263","60264","60265","60268","60271","60272","60273","60274",
"60275","60281","60282","60283","60284","60285","60286","60291","60292","60293","60294","60295","60296",
"60297","60298","60299","61111","61112","61113","61114","61115","61116","61117","61118","61119","61121",
"61122","61123","61124","61151","61161","61211","61212","61213","61214","61215","61216","61217","61218",
"61219","61251","61253","61311","61312","61313","61314","61315","61316","61317","61318","61319","61321",
"61322","61323","61324","61325","61326","61327","61328","61361","61363","61411","61412","61413","61414",
"61415","61416","61417","61418","61419","61451","62111","62112","62113","62114","62115","62116","62117",
"62118","62119","62151","62211","62212","62213","62214","62215","62216","62217","62218","62251","62311",
"62312","62313","62314","62315","62316","62317","62318","62319","62351","62381","63111","63112","63113",
"63114","63115","63116","63117","63118","63119","63121","63122","63123","63124","63125","63126","63127",
"63128","63129","63131","63132","63133","63134","63135","63136","63137","63138","63139","63211","63212",
"63213","63214","63215","63216","63217","63218","63251","63311","63312","63313","63314","63315","63316",
"63317","63318","63319","63351","63411","63412","63413","63414","63416","63417","63418","63419","63471",
"63491","63511","63512","63513","63514","63515","63516","63517","63518","63551","64111","64112","64114",
"64117","64118","64121","64122","64123","64124","64125","64126","64127","64131","64132","64133","64211",
"64212","64213","64214","64215","64311","64312","64313","64314","64315","64411","64412","64413","64414",
"64415","64416","64417","64418","64419","65111","65112","65113","65114","65115","65116","65117","65118",
"65119","65121","65122","65123","65124","65125","65126","65127","65128","65129","65131","65132","65133",
"65135","65136","65137","65138","65139","65141","65142","65143","65144","65145","65146","65147","65148",
"65149","65151","65211","65212","65213","65214","65215","65216","65251","65311","65312","65313","65314",
"65315","65351","66111","66112","66113","66114","66115","66116","66117","66121","66122","66123","66124",
"66125","66126","66131","66132","66133","66134","66135","66136","66137","66211","66212","66213","66214",
"66215","66216","66217","66218","66219","66221","66223","66224","66225","66226","66227","66228","66229",
"66231","66232","66233","66234","66235","66311","66312","66313","66314","66315","66316","66317","66318",
"66319","67111","67112","67113","67114","67115","67116","67117","67118","67119","67121","67122","67123",
"67124","67125","67126","67127","67128","67129","67131","67132","67133","67134","67135","67136","67137",
"67138","67139","67211","67212","67213","67214","67215","67216","67217","67218","67219","67221","67222",
"67223","67224","67225","67226","67227","67228","67229","67231","67232","67233","67234","67235","67236",
"67237","67238","67239","67311","67312","67313","67314","67315","67316","67351","67352","68111","68112",
"68113","68114","68115","68116","68117","68118","68121","68122","68123","68124","68125","68126","68131",
"68132","68133","68134","68135","68136","68137","68171","68211","68212","68213","68214","68215","68216",
"68217","68219","68311","68312","68321","68322","68351","68411","68412","68413","68414","68415","68416",
"68417","68418","68419","68421","68422","68423","68424","68425","68431","68432","69111","69112","69115",
"69116","69121","69211","69212","69213","69214","69215","69216","69251","69311","69312","69313","69314",
"69315","69316","69317","69321","69322","69323","69351","69411","69412","69413","69414","69415","69416",
"69417","70111","70112","70113","70114","70115","70116","70117","70118","70119","70121","70122","70123",
"70124","70125","70126","70127","70128","70129","70231","70232","70233","70234","70235","70236","70237",
"70238","70239","70241","70242","70243","70244","70245","70246","70247","70248","70249","70511","70512",
"70513","70551","70611","70613","70614","70615","70616","70617","70619","70711","70712","70713","70714",
"70721","70722","70723","70724","70732","70733","70811","70812","70813","70814","70815","71111","71112",
"71113","71114","71211","71212","71213","71214","71215","71216","71311","71312","71313","71314","71315",
"71351","71411","71412","71413","71414","71415","71416","71417","71418","71419","71512","71513","71514",
"71515","71571","72111","72112","72113","72114","72115","72116","72117","72118","72119","72151","73111",
"73112","73511","73513","73514","73515","73516","73521","73522","73523","73524","73551","73611","73612",
"73613","73616","73711","73712","73713","73751","73811","73812","73813","73814","73911","73912","73913",
"74111","74112","74113","74114","74115","74116","74117","74211","74212","74311","74312","74313","74315",
"74316","74321","74322","74323","74324","74325","74326","74411","74412","74413","74511","75111","75112",
"75113","75114","75115","75116","75117","75118","75119","75121","75122","75123","75124","75125","75126",
"75127","75128","75129","75131","75132","75133","75136","75151","75311","75312","75313","75314","75321",
"75322","75323","75324","75391","75511","75512","75513","75514","75515","75516","75517","76111","76112",
"76113","76114","76115","76116","76121","76122","76123","76124","76125","76126","76127","76131","76132",
"76133","76136","76141","76146","76211","77111","77112","77113","77114","77115","77121","77122","77123",
"77124","77125","77126","77211","77212","77213","77214","77215","77216","77217","77311","77312","77313",
"77314","78111","78112","78113","78114","78115","78116","78117","78121","78122","78123","78124","78214",
"78217","78231","78232","78233","78234","78235","78236","78237","78241","78242","78243","78244","78511",
"78512","78513","78514","78515","78516","78517","78518","78551","78611","78612","78613","78614","78615",
"78616","78711","78712","78714","78715","78716","78811","78812","78813","78821","78822","78851","78861",
"78911","78912","78913","78914","78915","78917","78918","78919","79111","79112","79113","79114","79115",
"79116","79121","79122","79123","79124","80111","80112","80112","80113","80114","80115","80116","80117",
"80118","80119","80221","80222","80223","80224","80225","80226","80227","80228","80231","80232","80233",
"80234","80235","80236","80237","80238","80239","80511","80512","80515","80612","80613","80614","80711",
"80712","80713","80714","80715","80716","80811","80812","80813","81111","81112","81113","81114","81115",
"81116","81117","81118","81119","81151","81161","82111","82113","82114","82115","82121","82122","82123",
"82211","82212","82213","82214","82215","82216","82217","82218","82251","83111","83112","83113","83114",
"83115","83116","83117","83121","83122","83123","83124","83125","83126","83127","83137","83211","83231",
"83232","83233","83234","83235","83236","83238","83239","83511","83512","83515","83611","83612","83613",
"83614","83651","84111","84113","84115","84116","84117","84118","84119","84211","84212","84213","84214",
"84215","84216","84217","84218","84219","84251","84311","84312","84313","84314","84315","84351","85111",
"85112","85113","85114","85115","85116","85117","85118","85119","85221","85222","85223","85224","85225",
"85226","85227","85228","85229","85238","85351","85361","85511","85512","85513","85515","85611","85612",
"85613","85711","85811","85812","85813","85814","85815","85816","85817","85818","85819","86111","86112",
"86113","86114","86115","86212","86213","86214","86215","86216","86217","86218","86219","86311","86312",
"86313","86314","86315","86316","86317","86318","86319","86411","86412","86413","86414","86415","86416",
"86451","86511","86512","86513","86514","86515","86516","86517","86518","86519","87111","87112","87113",
"87114","87211","87212","87213","87214","88111","88112","88114","88115","88116","88117","88118","88119",
"88122","88132","88134","88221","88222","88223","88224","88225","88226","88228","88229","88231","88232",
"88233","88234","88235","88236","90111","90112","90113","90114","90115","90121","90122","90123","90124",
"90125","90126","90131","90132","90133","90134","90135","90141","90142","90143","90144","90145","90151",
"90152","90153","90154","90155","90156","90157","90161","90162","90163","90164","90165","90166","90167",
"90168","90169","90171","90172","90173","90174","90211","90212","90213","90214","90215","90216","90217",
"90221","90222","90223","90224","90225","90231","90232","90233","90234","90235","90241","90242","90243",
"90245","90252","90511","90513","90515","90516","90611","90612","90613","90614","90615","90616","90617",
"90618","90619","90711","90712","90811","90812","90813","90814","90853","90911","90912","90913","90914",
"90915","91111","91112","91113","91114","91121","91122","91123","91125","91131","91132","91133","91211",
"91212","91213","91214","91311","91312","91313","91314","91315","91411","91412","91413","91414","91415",
"91511","91512","91611","91711","91712","91811","91831","91911","91912","91913","91914","91915","91916",
"91917","91921","91922","91923","92111","92112","92114","92211","92212","92311","92312","92313","92314",
"92315","92316","92411","92412","92413","92414","92415","92511","92512","92513","92611","92612","92613",
"92614","92711","92712","92713","92714","92715","92716","92717","92718","92732","92733","92735","92761",
"92811","92812","93111","93112","93114","93115","93117","93121","93122","93123","93124","93125","93126",
"93127","93128","93129","93491","93511","93512","93513","93514","93515","93516","93517","93518","93519",
"93611","93612","93613","93614","93615","93616","93617","93618","93621","93711","93712","93713","93714",
"93716","93717","93721","93722","93723","93724","93725","93726","94111","94112","94113","94114","94115",
"94116","94117","94118","94121","94221","94222","94223","94224","94225","94226","94227","94511","94512",
"94513","94514","94515","94551","94611","94612","94613","94615","94616","94617","94618","94619","94711",
"94712","94713","94714","94715","94716","95111","95112","95113","95114","95115","95116","95117","95118",
"95119","95121","95122","95123","95124","95125","95126","95127","95128","95129","95231","95232","95233",
"95234","95235","95236","95237","95238","95239","95511","95512","95513","95514","95515","95516","95517",
"95521","95522","95524","95525","95526","95611","95612","95613","95614","95615","95616","95617","95618",
"95711","95712","95713","95714","95715","95716","95717","95718","95719","95811","95812","95813","95814",
"95815","95816","95851","95858","96111","96112","96113","96114","96115","96116","96117","96118","96119",
"96121","96122","96123","96124","96125","96126","96127","96128","96129","96131","96132","96133","96134",
"96135","96136","96137","96138","96139","96211","96212","96213","96215","96216","96217","96218","96219",
"97111","97112","97113","97114","97115","97116","97117","97121","97122","97123","97124","97125","97126",
"97127","97128","97512","97513","97514","97515","97611","97612","97613","97614","97615","97711","97712",
"97713","97714","97715","97716","97717","97718","97719","97721","97722","97723","97724","97725","97726",
"97727","97728","97729","97811","97812","97813","97851","98011","98111","98112","98113","98114","98115",
"98117","98118","98211","98212","98213","98214","98311","98312","98313","98314","98315","98356","98411",
"98412","98413","98414","98415","98416","98417","98811","98812","98814","98815","98816","98817","99111",
"99112","99113","99114","99115","99116","99117","99214","99221","99222","99223","99224","99225","99611",
"99612","99613","99614","99615","99616"
